"lsoa11cd","lad19cd","income_score","income_rank","income_decile"
"E01009794","E08000027",0.054,25218,8
"E01009795","E08000027",0.22,5501,2
"E01009796","E08000027",0.136,11865,4
"E01009797","E08000027",0.113,14571,5
"E01009798","E08000027",0.113,14491,5
"E01009799","E08000027",0.056,24618,8
"E01009800","E08000027",0.073,20841,7
"E01009801","E08000027",0.042,28112,9
"E01009802","E08000027",0.127,12875,4
"E01009803","E08000027",0.022,31947,10
"E01009804","E08000027",0.03,30789,10
"E01009805","E08000027",0.071,21219,7
"E01009806","E08000027",0.066,22445,7
"E01009807","E08000027",0.044,27711,9
"E01009808","E08000027",0.027,31398,10
"E01009809","E08000027",0.282,2800,1
"E01009810","E08000027",0.098,16592,6
"E01009811","E08000027",0.089,18092,6
"E01009812","E08000027",0.052,25714,8
"E01009813","E08000027",0.201,6586,3
"E01009814","E08000027",0.063,23061,8
"E01009815","E08000027",0.026,31507,10
"E01009816","E08000027",0.05,26061,8
"E01009817","E08000027",0.058,24118,8
"E01009818","E08000027",0.146,10844,4
"E01009819","E08000027",0.076,20303,7
"E01009820","E08000027",0.074,20624,7
"E01009821","E08000027",0.036,29538,9
"E01009822","E08000027",0.099,16464,6
"E01009823","E08000027",0.051,25871,8
"E01009824","E08000027",0.171,8685,3
"E01009825","E08000027",0.148,10634,4
"E01009826","E08000027",0.042,28066,9
"E01009827","E08000027",0.034,29935,10
"E01009828","E08000027",0.097,16744,6
"E01009829","E08000027",0.055,25045,8
"E01009830","E08000027",0.062,23309,8
"E01009831","E08000027",0.222,5384,2
"E01009832","E08000027",0.245,4239,2
"E01009833","E08000027",0.318,1705,1
"E01009834","E08000027",0.212,6012,2
"E01009835","E08000027",0.186,7579,3
"E01009836","E08000027",0.381,578,1
"E01009837","E08000027",0.219,5563,2
"E01009838","E08000027",0.164,9286,3
"E01009839","E08000027",0.251,3965,2
"E01009840","E08000027",0.295,2373,1
"E01009841","E08000027",0.321,1631,1
"E01009842","E08000027",0.25,4021,2
"E01009843","E08000027",0.143,11118,4
"E01009844","E08000027",0.343,1135,1
"E01009845","E08000027",0.022,32033,10
"E01009846","E08000027",0.089,18117,6
"E01009847","E08000027",0.097,16755,6
"E01009848","E08000027",0.1,16271,5
"E01009849","E08000027",0.161,9583,3
"E01009850","E08000027",0.072,21024,7
"E01009851","E08000027",0.069,21714,7
"E01009852","E08000027",0.038,29126,9
"E01009853","E08000027",0.034,29920,10
"E01009854","E08000027",0.027,31335,10
"E01009855","E08000027",0.042,28169,9
"E01009856","E08000027",0.165,9218,3
"E01009857","E08000027",0.199,6717,3
"E01009858","E08000027",0.072,21102,7
"E01009859","E08000027",0.02,32226,10
"E01009860","E08000027",0.06,23760,8
"E01009861","E08000027",0.179,8110,3
"E01009862","E08000027",0.19,7346,3
"E01009863","E08000027",0.155,10039,4
"E01009864","E08000027",0.184,7716,3
"E01009865","E08000027",0.227,5116,2
"E01009866","E08000027",0.146,10849,4
"E01009867","E08000027",0.143,11114,4
"E01009868","E08000027",0.166,9115,3
"E01009869","E08000027",0.083,19088,6
"E01009870","E08000027",0.079,19776,7
"E01009871","E08000027",0.175,8416,3
"E01009872","E08000027",0.26,3605,2
"E01009873","E08000027",0.174,8455,3
"E01009874","E08000027",0.245,4240,2
"E01009875","E08000027",0.183,7835,3
"E01009876","E08000027",0.172,8645,3
"E01009877","E08000027",0.29,2530,1
"E01009878","E08000027",0.088,18143,6
"E01009879","E08000027",0.181,7960,3
"E01009880","E08000027",0.092,17584,6
"E01009881","E08000027",0.406,346,1
"E01009882","E08000027",0.142,11270,4
"E01009883","E08000027",0.224,5300,2
"E01009884","E08000027",0.21,6069,2
"E01009885","E08000027",0.253,3892,2
"E01009886","E08000027",0.299,2220,1
"E01009887","E08000027",0.233,4838,2
"E01009888","E08000027",0.132,12337,4
"E01009889","E08000027",0.326,1513,1
"E01009890","E08000027",0.286,2687,1
"E01009891","E08000027",0.314,1823,1
"E01009892","E08000027",0.397,419,1
"E01009893","E08000027",0.353,988,1
"E01009894","E08000027",0.2,6697,3
"E01009895","E08000027",0.129,12655,4
"E01009896","E08000027",0.077,20036,7
"E01009897","E08000027",0.031,30608,10
"E01009898","E08000027",0.079,19704,6
"E01009899","E08000027",0.057,24516,8
"E01009900","E08000027",0.049,26389,9
"E01009901","E08000027",0.082,19256,6
"E01009902","E08000027",0.038,29105,9
"E01009903","E08000027",0.029,30991,10
"E01009904","E08000027",0.066,22326,7
"E01009905","E08000027",0.118,13914,5
"E01009906","E08000027",0.237,4672,2
"E01009907","E08000027",0.131,12423,4
"E01009908","E08000027",0.066,22266,7
"E01009909","E08000027",0.121,13619,5
"E01009910","E08000027",0.21,6107,2
"E01009911","E08000027",0.05,26116,8
"E01009912","E08000027",0.061,23490,8
"E01009913","E08000027",0.144,11060,4
"E01009914","E08000027",0.044,27676,9
"E01009915","E08000027",0.076,20350,7
"E01009916","E08000027",0.112,14714,5
"E01009917","E08000027",0.053,25356,8
"E01009918","E08000027",0.218,5636,2
"E01009919","E08000027",0.068,21878,7
"E01009920","E08000027",0.057,24494,8
"E01033187","E08000027",0.376,641,1
"E01001195","E09000009",0.085,18654,6
"E01001196","E09000009",0.245,4249,2
"E01001197","E09000009",0.131,12413,4
"E01001198","E09000009",0.072,21058,7
"E01001199","E09000009",0.178,8204,3
"E01001200","E09000009",0.085,18773,6
"E01001201","E09000009",0.112,14729,5
"E01001202","E09000009",0.207,6258,2
"E01001203","E09000009",0.222,5391,2
"E01001204","E09000009",0.114,14379,5
"E01001205","E09000009",0.186,7610,3
"E01001206","E09000009",0.314,1821,1
"E01001207","E09000009",0.095,17116,6
"E01001208","E09000009",0.065,22542,7
"E01001209","E09000009",0.045,27365,9
"E01001210","E09000009",0.348,1051,1
"E01001211","E09000009",0.08,19468,6
"E01001212","E09000009",0.079,19768,7
"E01001213","E09000009",0.169,8913,3
"E01001214","E09000009",0.086,18555,6
"E01001215","E09000009",0.173,8533,3
"E01001216","E09000009",0.117,14093,5
"E01001217","E09000009",0.113,14523,5
"E01001218","E09000009",0.24,4493,2
"E01001219","E09000009",0.243,4334,2
"E01001220","E09000009",0.325,1546,1
"E01001221","E09000009",0.135,11944,4
"E01001222","E09000009",0.125,13108,4
"E01001223","E09000009",0.062,23160,8
"E01001224","E09000009",0.045,27344,9
"E01001225","E09000009",0.109,15105,5
"E01001226","E09000009",0.078,19894,7
"E01001227","E09000009",0.054,25270,8
"E01001228","E09000009",0.076,20297,7
"E01001229","E09000009",0.198,6769,3
"E01001230","E09000009",0.112,14677,5
"E01001231","E09000009",0.058,24325,8
"E01001232","E09000009",0.125,13078,4
"E01001233","E09000009",0.164,9313,3
"E01001234","E09000009",0.103,15970,5
"E01001235","E09000009",0.078,19912,7
"E01001236","E09000009",0.121,13552,5
"E01001237","E09000009",0.062,23303,8
"E01001238","E09000009",0.125,13063,4
"E01001239","E09000009",0.206,6307,2
"E01001240","E09000009",0.133,12176,4
"E01001241","E09000009",0.123,13379,5
"E01001242","E09000009",0.15,10535,4
"E01001243","E09000009",0.16,9663,3
"E01001244","E09000009",0.188,7492,3
"E01001245","E09000009",0.099,16403,5
"E01001246","E09000009",0.2,6690,3
"E01001247","E09000009",0.119,13807,5
"E01001248","E09000009",0.125,13131,4
"E01001249","E09000009",0.27,3202,1
"E01001250","E09000009",0.229,5031,2
"E01001251","E09000009",0.117,14071,5
"E01001252","E09000009",0.165,9227,3
"E01001253","E09000009",0.125,13088,4
"E01001254","E09000009",0.102,16002,5
"E01001255","E09000009",0.065,22690,7
"E01001257","E09000009",0.274,3087,1
"E01001258","E09000009",0.099,16502,6
"E01001259","E09000009",0.126,13004,4
"E01001260","E09000009",0.103,15940,5
"E01001261","E09000009",0.126,12989,4
"E01001262","E09000009",0.214,5839,2
"E01001263","E09000009",0.24,4480,2
"E01001264","E09000009",0.14,11459,4
"E01001265","E09000009",0.095,17173,6
"E01001266","E09000009",0.091,17782,6
"E01001267","E09000009",0.222,5389,2
"E01001268","E09000009",0.107,15326,5
"E01001269","E09000009",0.066,22429,7
"E01001270","E09000009",0.098,16649,6
"E01001271","E09000009",0.117,14016,5
"E01001272","E09000009",0.099,16473,6
"E01001273","E09000009",0.045,27309,9
"E01001274","E09000009",0.048,26695,9
"E01001275","E09000009",0.091,17767,6
"E01001276","E09000009",0.128,12785,4
"E01001277","E09000009",0.108,15248,5
"E01001278","E09000009",0.135,12032,4
"E01001279","E09000009",0.028,31197,10
"E01001280","E09000009",0.079,19766,7
"E01001281","E09000009",0.041,28389,9
"E01001282","E09000009",0.237,4652,2
"E01001283","E09000009",0.274,3070,1
"E01001284","E09000009",0.076,20264,7
"E01001285","E09000009",0.154,10131,4
"E01001286","E09000009",0.149,10546,4
"E01001287","E09000009",0.266,3356,2
"E01001288","E09000009",0.1,16244,5
"E01001289","E09000009",0.095,17198,6
"E01001290","E09000009",0.076,20253,7
"E01001291","E09000009",0.129,12668,4
"E01001292","E09000009",0.086,18580,6
"E01001293","E09000009",0.113,14558,5
"E01001294","E09000009",0.156,9962,4
"E01001295","E09000009",0.124,13239,5
"E01001296","E09000009",0.14,11480,4
"E01001297","E09000009",0.144,11089,4
"E01001298","E09000009",0.163,9364,3
"E01001299","E09000009",0.052,25704,8
"E01001300","E09000009",0.044,27650,9
"E01001301","E09000009",0.118,13939,5
"E01001302","E09000009",0.059,23939,8
"E01001303","E09000009",0.051,25995,8
"E01001304","E09000009",0.097,16720,6
"E01001305","E09000009",0.046,27190,9
"E01001306","E09000009",0.056,24704,8
"E01001307","E09000009",0.067,22225,7
"E01001308","E09000009",0.069,21695,7
"E01001309","E09000009",0.095,17129,6
"E01001310","E09000009",0.125,13133,4
"E01001311","E09000009",0.204,6423,2
"E01001312","E09000009",0.105,15672,5
"E01001313","E09000009",0.089,18084,6
"E01001314","E09000009",0.063,22942,7
"E01001315","E09000009",0.123,13281,5
"E01001316","E09000009",0.221,5448,2
"E01001317","E09000009",0.165,9180,3
"E01001318","E09000009",0.247,4204,2
"E01001319","E09000009",0.11,14954,5
"E01001320","E09000009",0.276,3008,1
"E01001321","E09000009",0.154,10144,4
"E01001322","E09000009",0.149,10609,4
"E01001323","E09000009",0.115,14242,5
"E01001324","E09000009",0.183,7848,3
"E01001325","E09000009",0.185,7688,3
"E01001326","E09000009",0.194,7052,3
"E01001327","E09000009",0.193,7083,3
"E01001328","E09000009",0.194,7035,3
"E01001329","E09000009",0.175,8385,3
"E01001330","E09000009",0.274,3074,1
"E01001331","E09000009",0.247,4160,2
"E01001332","E09000009",0.267,3329,2
"E01001333","E09000009",0.241,4439,2
"E01001334","E09000009",0.291,2510,1
"E01001335","E09000009",0.126,12952,4
"E01001336","E09000009",0.168,8938,3
"E01001337","E09000009",0.174,8454,3
"E01001338","E09000009",0.139,11605,4
"E01001339","E09000009",0.238,4587,2
"E01001340","E09000009",0.212,5984,2
"E01001341","E09000009",0.084,18915,6
"E01001342","E09000009",0.088,18234,6
"E01001343","E09000009",0.1,16248,5
"E01001344","E09000009",0.137,11817,4
"E01001345","E09000009",0.12,13736,5
"E01001346","E09000009",0.094,17336,6
"E01001347","E09000009",0.102,16051,5
"E01001348","E09000009",0.143,11126,4
"E01001349","E09000009",0.176,8310,3
"E01001350","E09000009",0.084,18818,6
"E01001351","E09000009",0.162,9506,3
"E01001352","E09000009",0.102,16005,5
"E01001353","E09000009",0.139,11564,4
"E01001354","E09000009",0.122,13494,5
"E01001355","E09000009",0.148,10681,4
"E01001356","E09000009",0.329,1455,1
"E01001357","E09000009",0.309,1967,1
"E01001358","E09000009",0.321,1649,1
"E01001359","E09000009",0.142,11215,4
"E01001360","E09000009",0.146,10898,4
"E01001361","E09000009",0.181,7997,3
"E01001362","E09000009",0.157,9883,4
"E01001363","E09000009",0.145,10992,4
"E01001364","E09000009",0.305,2060,1
"E01001365","E09000009",0.153,10206,4
"E01001366","E09000009",0.169,8896,3
"E01001367","E09000009",0.189,7376,3
"E01001368","E09000009",0.163,9381,3
"E01001369","E09000009",0.146,10895,4
"E01001370","E09000009",0.14,11500,4
"E01001371","E09000009",0.166,9089,3
"E01001372","E09000009",0.189,7368,3
"E01001373","E09000009",0.173,8567,3
"E01001374","E09000009",0.074,20771,7
"E01001375","E09000009",0.032,30403,10
"E01001376","E09000009",0.19,7281,3
"E01001377","E09000009",0.042,28165,9
"E01001379","E09000009",0.038,29004,9
"E01001380","E09000009",0.084,18864,6
"E01001381","E09000009",0.123,13279,5
"E01001382","E09000009",0.029,30908,10
"E01001383","E09000009",0.071,21280,7
"E01001384","E09000009",0.071,21306,7
"E01001385","E09000009",0.063,23038,8
"E01001386","E09000009",0.057,24438,8
"E01001387","E09000009",0.074,20783,7
"E01001388","E09000009",0.205,6335,2
"E01001389","E09000009",0.13,12540,4
"E01032572","E09000009",0.102,15987,5
"E01032743","E09000009",0.189,7421,3
"E01032744","E09000009",0.202,6557,2
"E01018011","E07000009",0.051,25943,8
"E01018012","E07000009",0.068,21873,7
"E01018013","E07000009",0.042,28008,9
"E01018014","E07000009",0.051,25879,8
"E01018015","E07000009",0.04,28594,9
"E01018016","E07000009",0.117,14092,5
"E01018017","E07000009",0.082,19145,6
"E01018019","E07000009",0.033,30298,10
"E01018020","E07000009",0.054,25213,8
"E01018021","E07000009",0.076,20325,7
"E01018022","E07000009",0.071,21375,7
"E01018023","E07000009",0.048,26620,9
"E01018024","E07000009",0.075,20415,7
"E01018025","E07000009",0.065,22552,7
"E01018026","E07000009",0.046,27125,9
"E01018027","E07000009",0.045,27394,9
"E01018029","E07000009",0.057,24381,8
"E01018030","E07000009",0.099,16413,5
"E01018032","E07000009",0.053,25425,8
"E01018033","E07000009",0.143,11117,4
"E01018034","E07000009",0.046,27169,9
"E01018035","E07000009",0.077,20187,7
"E01018036","E07000009",0.096,17019,6
"E01018037","E07000009",0.042,28039,9
"E01018038","E07000009",0.046,27171,9
"E01018039","E07000009",0.071,21229,7
"E01018040","E07000009",0.028,31204,10
"E01018041","E07000009",0.139,11616,4
"E01018042","E07000009",0.093,17503,6
"E01018043","E07000009",0.072,21118,7
"E01018044","E07000009",0.092,17623,6
"E01018045","E07000009",0.084,18949,6
"E01018046","E07000009",0.129,12681,4
"E01018047","E07000009",0.073,20973,7
"E01018049","E07000009",0.084,18806,6
"E01018050","E07000009",0.067,22104,7
"E01018051","E07000009",0.107,15316,5
"E01018052","E07000009",0.097,16729,6
"E01018053","E07000009",0.082,19262,6
"E01018054","E07000009",0.056,24778,8
"E01018055","E07000009",0.032,30375,10
"E01018056","E07000009",0.098,16680,6
"E01018057","E07000009",0.07,21435,7
"E01032611","E07000009",0.021,32166,10
"E01033425","E07000009",0.033,30287,10
"E01033426","E07000009",0.028,31150,10
"E01033427","E07000009",0.075,20407,7
"E01033428","E07000009",0.034,29944,10
"E01033429","E07000009",0.057,24453,8
"E01033430","E07000009",0.156,9995,4
"E01019886","E07000040",0.117,14108,5
"E01019887","E07000040",0.162,9429,3
"E01019888","E07000040",0.109,15110,5
"E01019889","E07000040",0.068,21849,7
"E01019890","E07000040",0.072,21067,7
"E01019891","E07000040",0.059,24054,8
"E01019892","E07000040",0.103,15917,5
"E01019893","E07000040",0.083,19052,6
"E01019894","E07000040",0.048,26661,9
"E01019895","E07000040",0.042,28047,9
"E01019896","E07000040",0.055,24836,8
"E01019897","E07000040",0.117,14022,5
"E01019898","E07000040",0.041,28426,9
"E01019899","E07000040",0.111,14740,5
"E01019900","E07000040",0.059,24045,8
"E01019901","E07000040",0.065,22496,7
"E01019902","E07000040",0.09,17872,6
"E01019903","E07000040",0.05,26049,8
"E01019904","E07000040",0.134,12125,4
"E01019905","E07000040",0.028,31188,10
"E01019906","E07000040",0.065,22539,7
"E01019907","E07000040",0.049,26482,9
"E01019908","E07000040",0.085,18710,6
"E01019909","E07000040",0.041,28356,9
"E01019910","E07000040",0.062,23182,8
"E01019911","E07000040",0.059,23914,8
"E01019912","E07000040",0.111,14838,5
"E01019913","E07000040",0.044,27510,9
"E01019914","E07000040",0.217,5709,2
"E01019915","E07000040",0.065,22626,7
"E01019916","E07000040",0.127,12858,4
"E01019917","E07000040",0.088,18258,6
"E01019918","E07000040",0.129,12661,4
"E01019919","E07000040",0.13,12470,4
"E01019920","E07000040",0.1,16365,5
"E01019921","E07000040",0.075,20445,7
"E01019922","E07000040",0.188,7444,3
"E01019923","E07000040",0.132,12327,4
"E01019924","E07000040",0.13,12542,4
"E01019925","E07000040",0.05,26107,8
"E01019927","E07000040",0.187,7540,3
"E01019928","E07000040",0.106,15462,5
"E01019929","E07000040",0.082,19221,6
"E01019930","E07000040",0.064,22731,7
"E01019931","E07000040",0.024,31827,10
"E01019932","E07000040",0.17,8805,3
"E01019933","E07000040",0.102,16007,5
"E01019934","E07000040",0.079,19662,6
"E01019935","E07000040",0.051,25911,8
"E01019936","E07000040",0.087,18380,6
"E01019937","E07000040",0.075,20503,7
"E01019938","E07000040",0.057,24411,8
"E01019939","E07000040",0.034,30025,10
"E01019940","E07000040",0.039,28904,9
"E01019942","E07000040",0.108,15156,5
"E01019943","E07000040",0.055,24894,8
"E01019944","E07000040",0.071,21265,7
"E01019945","E07000040",0.08,19644,6
"E01019946","E07000040",0.066,22290,7
"E01019947","E07000040",0.13,12568,4
"E01019948","E07000040",0.073,20916,7
"E01019949","E07000040",0.062,23171,8
"E01019950","E07000040",0.162,9440,3
"E01019951","E07000040",0.04,28694,9
"E01019952","E07000040",0.059,23999,8
"E01019953","E07000040",0.08,19454,6
"E01019954","E07000040",0.121,13615,5
"E01019955","E07000040",0.118,13873,5
"E01019956","E07000040",0.069,21725,7
"E01019957","E07000040",0.029,30975,10
"E01019958","E07000040",0.059,23871,8
"E01019959","E07000040",0.061,23375,8
"E01019960","E07000040",0.04,28665,9
"E01019961","E07000040",0.044,27627,9
"E01019962","E07000040",0.056,24721,8
"E01019963","E07000040",0.064,22907,7
"E01019964","E07000040",0.016,32552,10
"E01019965","E07000040",0.076,20227,7
"E01019966","E07000040",0.049,26496,9
"E01019967","E07000040",0.047,26879,9
"E01032628","E07000040",0.06,23738,8
"E01022571","E07000085",0.029,30950,10
"E01022572","E07000085",0.036,29461,9
"E01022573","E07000085",0.032,30365,10
"E01022574","E07000085",0.079,19711,7
"E01022575","E07000085",0.163,9363,3
"E01022576","E07000085",0.166,9106,3
"E01022577","E07000085",0.027,31238,10
"E01022578","E07000085",0.053,25330,8
"E01022579","E07000085",0.139,11572,4
"E01022580","E07000085",0.05,26224,8
"E01022581","E07000085",0.045,27351,9
"E01022582","E07000085",0.026,31473,10
"E01022583","E07000085",0.065,22498,7
"E01022584","E07000085",0.115,14268,5
"E01022585","E07000085",0.033,30240,10
"E01022586","E07000085",0.041,28455,9
"E01022587","E07000085",0.063,23007,8
"E01022588","E07000085",0.049,26304,9
"E01022589","E07000085",0.085,18719,6
"E01022590","E07000085",0.041,28252,9
"E01022591","E07000085",0.032,30447,10
"E01022592","E07000085",0.065,22557,7
"E01022593","E07000085",0.03,30895,10
"E01022594","E07000085",0.05,26045,8
"E01022595","E07000085",0.034,29978,10
"E01022596","E07000085",0.019,32283,10
"E01022597","E07000085",0.031,30629,10
"E01022599","E07000085",0.062,23212,8
"E01022600","E07000085",0.028,31079,10
"E01022601","E07000085",0.049,26308,9
"E01022602","E07000085",0.022,32004,10
"E01022603","E07000085",0.108,15157,5
"E01022604","E07000085",0.032,30485,10
"E01022605","E07000085",0.04,28545,9
"E01022606","E07000085",0.036,29513,9
"E01022607","E07000085",0.082,19286,6
"E01022608","E07000085",0.027,31266,10
"E01022610","E07000085",0.049,26380,9
"E01022611","E07000085",0.052,25633,8
"E01022613","E07000085",0.061,23462,8
"E01022614","E07000085",0.123,13308,5
